Timestamp,1. How large is your organization?,2.  What industry do you work in?,3.  What type of team do you work on?,4.  Do you work for an Observability or APM vendor?,5.  Are you running OpenTelemetry in Production?,6.  Where in your Observability journey is your organization?,1. How many Collectors do you run in your organization?,2. Where do you deploy your Collectors? (select all that apply),3. What Kubernetes deployment scenarios do you use your Collectors in? (select all that apply),4. How do you deploy the OTel Collector on Kubernetes??,5. Do you build your own Collector distribution?,6. Do you use the OTel Collector Builder to build your own OTel Collector distribution?,7. How easy do you find it to build your own OTel Collector distributions with the Collector Builder?,8. Do you monitor your Collectors using internal Collector telemetry?,"9. If you monitor your Collectors, what telemetry do you collect when monitoring them? (select all that apply)",10. Which of the following Exporters do you use? (select all that apply),11. Which of the following Receivers do you use? (select all that apply),12. Which of the following processors do you use? (select all that apply),13. Which of the following connectors do you use? (select all that apply),14. Which of the following extensions do you use? (select all that apply),15. What kind of improvement would you most like to see for the Collector?,1. Have you used the Collector documentation on opentelemetry.io?,"2. Overall, how satisfied are you with the Collector documentation on opentelemetry.io?","3. If you could improve one part of the Collector documentation, what would it be and why?"
8/2/2025 13:58:24,1000+ employees,Finance,SRE,Yes,Yes,Expert - We have a well-established observability practice,More than 1000,"Kubernetes, Virtual Machine (VM)","Next to my application (i.e. k8s sidecar), On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Collector Helm Chart,No,No,5,Yes,"Logs, Metrics","debugexporter, elasticsearchexporter, kafkaexporter, loadbalancingexporter, loggingexporter, otlpexporter, otlphttpexporter, prometheusexporter, prometheusremotewriteexporter, rabbitmqexporter, syslogexporter","activedirectorydsreceiver, apachereceiver, apachesparkreceiver, awscloudwatchmetricsreceiver, awscloudwatchreceiver, awscontainerinsightreceiver, awsecscontainermetricsreceiver, awsfirehosereceiver, awss3receiver, awsxrayreceiver, azureblobreceiver, azureeventhubreceiver, azuremonitorreceiver, cloudflarereceiver, collectdreceiver, dockerstatsreceiver, elasticsearchreceiver, envoyalsreceiver, filelogreceiver, filereceiver, filestatsreceiver, gitlabreceiver, gitproviderreceiver, haproxyreceiver, hostmetricsreceiver, httpcheckreceiver, iisreceiver, jmxreceiver, journaldreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, kafkametricsreceiver, kafkareceiver, kubeletstatsreceiver, lokireceiver, memcachedreceiver, mongodbatlasreceiver, mongodbreceiver, mysqlreceiver, namedpipereceiver, netflowreceiver, nginxreceiver, oracledbreceiver, osqueryreceiver, otlpjsonfilereceiver, otlpreceiver, podmanreceiver, postgresqlreceiver, prometheusreceiver, prometheusremotewritereceiver, rabbitmqreceiver, redisreceiver, snmpreceiver, snowflakereceiver, sqlqueryreceiver, sqlserverreceiver, sshcheckreceiver, statsdreceiver, syslogreceiver, systemdreceiver, tcpcheckreceiver, tcplogreceiver, udplogreceiver, webhookeventreceiver, windowseventlogreceiver, windowsperfcountersreceiver, windowsservicereceiver","attributesprocessor, batchprocessor, cumulativetodeltaprocessor, filterprocessor, groupbyattrsprocessor, groupbytraceprocessor, k8sattributesprocessor, logstransformprocessor, memorylimiterprocessor, metricstransformprocessor, resourcedetectionprocessor, resourceprocessor, spanmetricsprocessor, spanprocessor, transformprocessor",otlpjsonconnector,"awsproxy, azureauthextension, basicauthextension, bearertokenauthextension, cgroupruntimeextension, encoding, filestorage, headerssetterextension, healthcheckextension, healthcheckv2extension, k8sleaderelector, oauth2clientauthextension, opampcustommessages, opampextension","Stability, Collector observability, Configuration management and resolution, Support for more receivers or exporters",Yes,2,Examples of correct usage and application. Github issues contains more info and documentation is not updated. 
8/2/2025 16:10:05,1000+ employees,Technology,Observability,No,Yes,Expert - We have a well-established observability practice,More than 1000,"Kubernetes, Virtual Machine (VM), Bare Metal","Next to my application (i.e. k8s sidecar), On every host (i.e k8s daemonset)",Kubernetes manifests,Yes,No,,Yes,"Logs, Metrics","clickhouseexporter, otlpexporter","awscloudwatchmetricsreceiver, awscloudwatchreceiver, awsfirehosereceiver, chronyreceiver, filereceiver, hostmetricsreceiver, jmxreceiver, kafkametricsreceiver, otlpreceiver, prometheusreceiver, prometheusremotewritereceiver","attributesprocessor, cumulativetodeltaprocessor, spanmetricsprocessor",spanmetricsconnector,None,"Stability, Configuration management and resolution, Backward compatibility ",Yes,2,
8/2/2025 17:00:47,100-999 employees,Finance,Observability,No,Yes,Intermediate - We are setting up an observability practice,Between 6 and 10,AWS ECS,I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,Yes,No,2,Yes,"Logs, Metrics","awscloudwatchlogsexporter, awskinesisexporter, awss3exporter, debugexporter, opensearchexporter, otlphttpexporter, prometheusexporter","filelogreceiver, hostmetricsreceiver, otlpreceiver, prometheusreceiver, snmpreceiver","attributesprocessor, batchprocessor, filterprocessor, logstransformprocessor, metricstransformprocessor, probabilisticsamplerprocessor, spanmetricsprocessor, tailsamplingprocessor, transformprocessor",otlpjsonconnector,"healthcheckextension, healthcheckv2extension","Stability, Configuration management and resolution",Yes,3,
8/2/2025 17:19:59,1000+ employees,Finance,Platform Engineering,Yes,Yes,Intermediate - We are setting up an observability practice,More than 1000,Virtual Machine (VM),Next to my application (i.e. k8s sidecar),I don't deploy the OTel Collector on Kubernetes,No,No,3,Yes,"Logs, Metrics","influxdbexporter, otlphttpexporter","filelogreceiver, hostmetricsreceiver, iisreceiver, mongodbreceiver, mysqlreceiver, oracledbreceiver, otlpreceiver, postgresqlreceiver, sqlserverreceiver, syslogreceiver, windowseventlogreceiver","attributesprocessor, batchprocessor, logstransformprocessor, resourcedetectionprocessor, resourceprocessor, routingprocessor",routingconnector,"filestorage, healthcheckv2extension","Configuration management and resolution, Support for more receivers or exporters",Yes,4,Need documentation for best use cases. Also how to customise collector for our need
8/2/2025 17:27:49,1000+ employees,Technology,Observability,No,Yes,Intermediate - We are setting up an observability practice,Between 101 and 1000,"Kubernetes, Virtual Machine (VM), Docker on my desktop, Docker Compose","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",Kubernetes manifests,No,No,1,Yes,Metrics,"clickhouseexporter, kafkaexporter, loadbalancingexporter, otlpexporter, prometheusremotewriteexporter","filereceiver, hostmetricsreceiver, kafkareceiver, otlpreceiver, statsdreceiver","attributesprocessor, batchprocessor, cumulativetodeltaprocessor, filterprocessor, k8sattributesprocessor, memorylimiterprocessor, probabilisticsamplerprocessor, resourcedetectionprocessor, resourceprocessor, routingprocessor, spanmetricsprocessor, tailsamplingprocessor, transformprocessor","countconnector, servicegraphconnector, spanmetricsconnector","healthcheckextension, opampextension","Stability, Collector observability, Configuration management and resolution",Yes,2,Internal telemetry 
8/2/2025 17:29:46,1-49 employees,Retail,DevOps,No,Yes,Intermediate - We are setting up an observability practice,Between 2 and 5,Kubernetes,As a gateway (i.e. k8s deployment),OTel Operator,Yes,Yes,2,Yes,"Logs, Metrics","lokiexporter, otlpexporter, otlphttpexporter, prometheusexporter","azuremonitorreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, otlpreceiver","attributesprocessor, batchprocessor, filterprocessor, memorylimiterprocessor, redactionprocessor, resourceprocessor",routingconnector,bearertokenauthextension,"Collector observability, Configuration management and resolution",Yes,4,
8/2/2025 20:02:09,1-49 employees,Technology,Dev,No,Yes,Intermediate - We are setting up an observability practice,1,"Kubernetes, Virtual Machine (VM), Docker Compose",On every host (i.e k8s daemonset),Kubernetes manifests,No,No,1,Yes,"Logs, Metrics, Traces","otlpexporter, otlphttpexporter",otlpreceiver,batchprocessor,None,"basicauthextension, headerssetterextension, healthcheckextension",Support for more receivers or exporters,Yes,5,
8/2/2025 22:53:30,50-99 employees,Finance,Dev,No,Yes,Intermediate - We are setting up an observability practice,Between 2 and 5,"Kubernetes, AWS ECS",Next to my application (i.e. k8s sidecar),Kubernetes manifests,No,No,2,No,,"awscloudwatchlogsexporter, awsxrayexporter","awscloudwatchmetricsreceiver, awscloudwatchreceiver, awscontainerinsightreceiver, awsecscontainermetricsreceiver, awsxrayreceiver","logstransformprocessor, metricstransformprocessor, redactionprocessor","otlpjsonconnector, spanmetricsconnector",awsproxy,Configuration management and resolution,Yes,4,
8/3/2025 4:12:22,1000+ employees,Finance,SRE,No,No,Expert - We have a well-established observability practice,Between 2 and 5,Kubernetes,On every host (i.e k8s daemonset),OTel Collector Helm Chart,No,No,,Yes,"Logs, Metrics, Traces","dynatraceexporter, splunkhecexporter","otlpreceiver, prometheusreceiver, zipkinreceiver",k8sattributesprocessor,spanmetricsconnector,zpages,Stability,Yes,4,
8/3/2025 20:31:39,50-99 employees,Technology,DevOps,No,Yes,Intermediate - We are setting up an observability practice,1,AWS ECS,I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,Yes,Yes,3,Yes,Metrics,"honeycombmarkerexporter, lokiexporter, otlpexporter, otlphttpexporter, prometheusexporter","lokireceiver, otlpreceiver","batchprocessor, probabilisticsamplerprocessor, routingprocessor, tailsamplingprocessor","otlpjsonconnector, routingconnector",healthcheckv2extension,"Stability, Configuration management and resolution",Yes,4,
8/4/2025 0:58:41,1000+ employees,Technology,Observability,No,Yes,Intermediate - We are setting up an observability practice,Between 101 and 1000,"Kubernetes, Docker on my desktop",As a gateway (i.e. k8s deployment),OTel Collector Helm Chart,No,No,,Yes,Metrics,"awss3exporter, debugexporter, elasticsearchexporter, kafkaexporter, loadbalancingexporter, otlpexporter, otlphttpexporter, prometheusexporter, prometheusremotewriteexporter","kafkareceiver, otlpreceiver, prometheusreceiver","attributesprocessor, batchprocessor, filterprocessor, k8sattributesprocessor, resourceprocessor, spanprocessor, transformprocessor","failoverconnector, otlpjsonconnector, Forward","encoding, healthcheckextension, pprofextension, zpages","Configuration management and resolution, Support for more receivers or exporters",Yes,3,More practical examples and real scenarios
8/4/2025 9:22:18,1000+ employees,Technology,Dev,No,Yes,Intermediate - We are setting up an observability practice,I don't know,"Kubernetes, Virtual Machine (VM)",I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,Yes,Yes,3,Yes,Metrics,"debugexporter, fileexporter, otlpexporter, prometheusexporter, prometheusremotewriteexporter, splunkhecexporter",otlpreceiver,"batchprocessor, filterprocessor, memorylimiterprocessor, transformprocessor",none,pprofextension,Configuration management and resolution,Yes,3,Write it less like a standardization document and more like a normal documentation.
8/4/2025 15:23:47,1000+ employees,Technology,Observability,Yes,Yes,Intermediate - We are setting up an observability practice,Between 11 and 100,"Kubernetes, Docker Compose",As a gateway (i.e. k8s deployment),OTel Collector Helm Chart,No,No,4,Yes,"Logs, Metrics, Traces","dynatraceexporter, elasticsearchexporter","jaegerreceiver, tcplogreceiver","metricstransformprocessor, resourcedetectionprocessor","routingconnector, signaltometricsconnector","datadogextension, httpforwarderextension","Stability, Collector observability",Yes,2,
8/4/2025 19:06:49,100-999 employees,Education,Product,No,Yes,Intermediate - We are setting up an observability practice,Between 2 and 5,"Kubernetes, CloudRun, GitHub Actions",Next to my application (i.e. k8s sidecar),Kubernetes manifests,Yes,Yes,3,Yes,"Logs, Metrics","googlecloudexporter, googlecloudpubsubexporter, googlemanagedprometheusexporter, loggingexporter, prometheusexporter","filelogreceiver, filereceiver, githubreceiver, googlecloudmonitoringreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, postgresqlreceiver","attributesprocessor, batchprocessor, logdedupprocessor, spanprocessor, tailsamplingprocessor","countconnector, exceptionsconnector, spanmetricsconnector",googleclientauthextension,"Stability, Support for more receivers or exporters",Yes,2,It is very disjointed and hard to navigate to get to a solution.
8/4/2025 23:08:21,1000+ employees,Advertisement,Observability,No,Yes,Expert - We have a well-established observability practice,More than 1000,"Kubernetes, Virtual Machine (VM)","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Operator,No,No,,Yes,"Logs, Metrics, Traces","otlpexporter, otlphttpexporter","filelogreceiver, otlpreceiver","attributesprocessor, batchprocessor, cumulativetodeltaprocessor, filterprocessor, groupbyattrsprocessor, groupbytraceprocessor, intervalprocessor, k8sattributesprocessor, tailsamplingprocessor, transformprocessor","countconnector, routingconnector, spanmetricsconnector","pprofextension, zpages",Collector observability,Yes,4,
8/4/2025 23:47:36,1000+ employees,Finance,Observability,No,Yes,Expert - We have a well-established observability practice,Between 11 and 100,Kubernetes,"As a gateway (i.e. k8s deployment), In a stateful scenario (ie k8s statefulset)",OTel Collector Helm Chart,No,No,,Yes,"Logs, Metrics, Traces","awskinesisexporter, honeycombmarkerexporter, otlpexporter, prometheusexporter, prometheusremotewriteexporter","awscloudwatchmetricsreceiver, awscloudwatchreceiver, awsfirehosereceiver, otlpreceiver, prometheusreceiver, prometheusremotewritereceiver","attributesprocessor, batchprocessor, filterprocessor, memorylimiterprocessor, redactionprocessor, routingprocessor, servicegraphprocessor, spanmetricsprocessor","countconnector, servicegraphconnector, spanmetricsconnector",filestorage,"Stability, Collector observability, Support for more receivers or exporters",Yes,3,
8/5/2025 1:01:59,100-999 employees,Technology,DevRel,Yes,Yes,Expert - We have a well-established observability practice,Between 11 and 100,"Kubernetes, Docker on my desktop","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Collector Helm Chart,Yes,Yes,4,Yes,"Logs, Metrics","awss3exporter, otlpexporter, otlphttpexporter","filelogreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, otlpreceiver, prometheusreceiver, saphanareceiver, udplogreceiver","batchprocessor, filterprocessor, k8sattributesprocessor, logdedupprocessor, resourceprocessor, transformprocessor",spanmetricsconnector,"this list is too long, did not read, out of time",Configuration management and resolution,Yes,4,"the ""how to"" for different languages that start with ""Start by creating this code, then adding instrumentation"" -- no, I am not instrumenting your code and I have to scroll past that part"
8/5/2025 1:02:00,1000+ employees,Retail,Observability,No,Yes,Expert - We have a well-established observability practice,Between 101 and 1000,"Kubernetes, Docker Compose","Next to my application (i.e. k8s sidecar), As a gateway (i.e. k8s deployment)",OTel Operator,Yes,Yes,1,Yes,Metrics,"datadogexporter, loadbalancingexporter, loggingexporter, otlpexporter, prometheusexporter","filelogreceiver, hostmetricsreceiver, httpcheckreceiver, jmxreceiver, otlpreceiver, postgresqlreceiver, windowseventlogreceiver","attributesprocessor, filterprocessor, k8sattributesprocessor, spanmetricsprocessor, transformprocessor","datadogconnector, routingconnector, spanmetricsconnector","datadogextension, healthcheckv2extension",Configuration management and resolution,Yes,4,
8/5/2025 1:07:51,100-999 employees,Finance,SRE,No,Yes,Intermediate - We are setting up an observability practice,Between 11 and 100,Kubernetes,On every host (i.e k8s daemonset),OTel Operator,No,No,,No,,"datadogexporter, otlpexporter, otlphttpexporter, prometheusremotewriteexporter","filelogreceiver, hostmetricsreceiver, k8sclusterreceiver, k8seventsreceiver, kubeletstatsreceiver, otlpreceiver","attributesprocessor, batchprocessor, datadogprocessor, k8sattributesprocessor, resourcedetectionprocessor",datadogconnector,none,Support for more receivers or exporters,Yes,4,
8/5/2025 1:12:12,1000+ employees,Finance,Observability,No,Yes,Intermediate - We are setting up an observability practice,Between 101 and 1000,"Kubernetes, Virtual Machine (VM)",On every host (i.e k8s daemonset),OTel Collector Helm Chart,Yes,Yes,4,Yes,Metrics,"kafkaexporter, otlpexporter, otlphttpexporter, prometheusremotewriteexporter, syslogexporter","filelogreceiver, kafkareceiver, otlpreceiver, syslogreceiver, systemdreceiver","attributesprocessor, batchprocessor, cumulativetodeltaprocessor, filterprocessor, groupbyattrsprocessor, k8sattributesprocessor, logstransformprocessor, memorylimiterprocessor, metricstransformprocessor, probabilisticsamplerprocessor, resourcedetectionprocessor, routingprocessor, spanmetricsprocessor, tailsamplingprocessor",routingconnector,"bearertokenauthextension, healthcheckextension, opampextension, zpages","Configuration management and resolution, Guides about tenants ids",Yes,4,"The documentation is very good, but it's easy to get lost in. Maybe create a more intuitive ""getting started"" guide."
8/5/2025 5:12:55,1000+ employees,Technology,DevOps,No,Yes,Intermediate - We are setting up an observability practice,More than 1000,Kubernetes,"On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",Other Helm Chart (e.g. vendor's),No,No,4,Yes,"Logs, Metrics",otlphttpexporter,"filelogreceiver, hostmetricsreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, otlpreceiver","batchprocessor, transformprocessor","failoverconnector, otlpjsonconnector, routingconnector, servicegraphconnector, signaltometricsconnector, spanmetricsconnector","filestorage, oauth2clientauthextension",Collector observability,Yes,3,
8/5/2025 5:36:10,1000+ employees,Media,DevOps,No,Yes,Expert - We have a well-established observability practice,Between 11 and 100,"Kubernetes, Virtual Machine (VM)","Next to my application (i.e. k8s sidecar), In a stateful scenario (ie k8s statefulset)",OTel Operator,Yes,Yes,4,Yes,Metrics,"alertmanagerexporter, awscloudwatchlogsexporter, awskinesisexporter, awss3exporter, awsxrayexporter, influxdbexporter, kafkaexporter, otlpexporter, otlphttpexporter, prometheusexporter","awscloudwatchmetricsreceiver, awscloudwatchreceiver, influxdbreceiver, k8sclusterreceiver, k8seventsreceiver, kafkametricsreceiver","attributesprocessor, batchprocessor, deltatorateprocessor, filterprocessor, k8sattributesprocessor","countconnector, otlpjsonconnector, signaltometricsconnector, spanmetricsconnector","awsproxy, k8sleaderelector","Stability, Collector observability, Configuration management and resolution",Yes,4,
8/5/2025 5:59:58,1-49 employees,Finance,Dev,No,Yes,Beginner - Learning about observability / Have used monitoring tools,Between 2 and 5,"Virtual Machine (VM), Docker Compose",I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,No,No,4,Yes,"Logs, Traces","lokiexporter, otlpexporter, otlphttpexporter, prometheusexporter","collectdreceiver, hostmetricsreceiver, lokireceiver, prometheusreceiver","attributesprocessor, batchprocessor, resourceprocessor, spanprocessor, tailsamplingprocessor","countconnector, spanmetricsconnector","basicauthextension, healthcheckextension","Stability, Configuration management and resolution",Yes,3,
8/5/2025 8:57:28,1000+ employees,Technology,Observability,Yes,Yes,Expert - We have a well-established observability practice,I don't know,Kubernetes,"Next to my application (i.e. k8s sidecar), On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Collector Helm Chart,Yes,Yes,,Yes,Metrics,"debugexporter, loadbalancingexporter, otlpexporter, otlphttpexporter","filelogreceiver, hostmetricsreceiver, jaegerreceiver, k8sclusterreceiver, k8seventsreceiver, k8sobjectsreceiver, kubeletstatsreceiver, prometheusreceiver, statsdreceiver, syslogreceiver, zipkinreceiver","attributesprocessor, batchprocessor, cumulativetodeltaprocessor, filterprocessor, k8sattributesprocessor, probabilisticsamplerprocessor, redactionprocessor, resourcedetectionprocessor, tailsamplingprocessor, transformprocessor",spanmetricsconnector,healthcheckextension,Configuration management and resolution,Yes,3,
8/5/2025 9:42:42,1000+ employees,Retail,Observability,No,Yes,Expert - We have a well-established observability practice,Between 11 and 100,"Kubernetes, Google Cloud Run and AWS Lambda","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Operator,Yes,Yes,1,Yes,Metrics,"datadogexporter, debugexporter, splunkhecexporter","filelogreceiver, googlecloudpubsubreceiver, k8sclusterreceiver, k8seventsreceiver, otlpreceiver, prometheusreceiver, syslogreceiver","attributesprocessor, batchprocessor, cumulativetodeltaprocessor, k8sattributesprocessor, logdedupprocessor, memorylimiterprocessor, resourceprocessor, routingprocessor, transformprocessor","countconnector, datadogconnector","bearertokenauthextension, encoding, healthcheckv2extension","Stability, Configuration management and resolution",Yes,3,Provide a lot of examples of collector configuration for some specific usecases
8/5/2025 9:52:24,1000+ employees,Travel & Leisure,Observability,No,Yes,Expert - We have a well-established observability practice,Between 101 and 1000,"Kubernetes, Virtual Machine (VM), Bare Metal, Docker Compose","Next to my application (i.e. k8s sidecar), On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",Both Operator and Manifests,Yes,Yes,1,Yes,"Metrics, Traces","datadogexporter, debugexporter, fileexporter, googlecloudexporter, opensearchexporter, otlpexporter, otlphttpexporter, prometheusremotewriteexporter","datadogreceiver, filelogreceiver, githubreceiver, hostmetricsreceiver, httpcheckreceiver, k8sclusterreceiver, k8seventsreceiver, k8sobjectsreceiver, netflowreceiver, otlpreceiver, prometheusreceiver, snmpreceiver, syslogreceiver, tcpcheckreceiver","attributesprocessor, batchprocessor, cumulativetodeltaprocessor, datatocumulativeprocessor, filterprocessor, groupbyattrsprocessor, k8sattributesprocessor, logstransformprocessor, probabilisticsamplerprocessor, tailsamplingprocessor, transformprocessor","datadogconnector, routingconnector","basicauthextension, healthcheckv2extension, opampextension, pprofextension, storage","Configuration management and resolution, Support for more receivers or exporters",Yes,4,"I think the way the collector is built, is the reason why the documentation is spread amongst the Readme files.

The main documentation site should maybe gather the markdown files and bring them to a single documentation site. 

once we know how the collector works, after a week or two of hard digging, the component''s documentation is enough. 

The main documentation site is mostly for beginners."
8/5/2025 10:37:25,1000+ employees,publishing,Observability,No,Yes,Expert - We have a well-established observability practice,I don't know,"Kubernetes, Virtual Machine (VM)","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Collector Helm Chart,Yes,Yes,5,No,,"debugexporter, otlphttpexporter","k8sclusterreceiver, k8seventsreceiver, kubeletstatsreceiver, otlpreceiver, prometheusreceiver, receivercreator, zipkinreceiver","batchprocessor, groupbyattrsprocessor, k8sattributesprocessor, spanprocessor, transformprocessor",spanmetricsconnector,"headerssetterextension, healthcheckextension","Configuration management and resolution, Support for more receivers or exporters, being able to easily access attributes and contexts (specifically for the headersetter)",Yes,2,
8/5/2025 11:53:12,1000+ employees,Media,Platform Engineering,No,Yes,Intermediate - We are setting up an observability practice,Between 6 and 10,"Kubernetes, Virtual Machine (VM)",I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,No,No,,Yes,"Logs, Metrics","datadogexporter, otlpexporter","datadogreceiver, otlpreceiver, syslogreceiver",datadogprocessor,datadogconnector,healthcheckextension,"Configuration management and resolution, Support for more receivers or exporters",Yes,3,
8/5/2025 12:00:07,100-999 employees,Finance,Operations,No,Yes,Intermediate - We are setting up an observability practice,Between 6 and 10,Kubernetes,"On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Collector Helm Chart,No,No,,Yes,"Logs, Metrics","awss3exporter, datadogexporter","filelogreceiver, otlpreceiver","batchprocessor, logstransformprocessor, resourceprocessor",datadogconnector,datadogextension,"Stability, Collector observability",Yes,4,
8/5/2025 12:30:11,1000+ employees,Technology,Observability,No,Yes,Expert - We have a well-established observability practice,More than 1000,"Kubernetes, Virtual Machine (VM), Bare Metal","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Operator,Yes,Yes,2,Yes,"Logs, Metrics","awss3exporter, kafkaexporter, loadbalancingexporter, lokiexporter, otlpexporter, otlphttpexporter, prometheusexporter, prometheusremotewriteexporter","filelogreceiver, journaldreceiver, kafkareceiver, prometheusreceiver, prometheusremotewritereceiver, sqlqueryreceiver","attributesprocessor, batchprocessor, filterprocessor, k8sattributesprocessor, logstransformprocessor, routingprocessor, tailsamplingprocessor",N/A,"filestorage, storage",Configuration management and resolution,Yes,4,Improved otelcol-contrib published docs
8/5/2025 13:59:16,100-999 employees,Healthcare,Platform Engineering,No,Yes,Intermediate - We are setting up an observability practice,Between 6 and 10,"Kubernetes, Docker on my desktop",As a gateway (i.e. k8s deployment),OTel Collector Helm Chart,No,No,,Yes,Metrics,"debugexporter, opensearchexporter, otlpexporter, prometheusexporter, prometheusremotewriteexporter, splunkhecexporter","fluentforwardreceiver, otlpjsonfilereceiver, otlpreceiver","attributesprocessor, batchprocessor, datatocumulativeprocessor, memorylimiterprocessor, resourceprocessor, transformprocessor","countconnector, servicegraphconnector, spanmetricsconnector","healthcheckextension, zpages","Collector observability, Configuration management and resolution",Yes,4,
8/5/2025 15:17:11,1000+ employees,Finance,Platform Engineering,No,Yes,Intermediate - We are setting up an observability practice,I don't know,"Kubernetes, Virtual Machine (VM), Bare Metal","Next to my application (i.e. k8s sidecar), On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Operator,No,No,2,No,,"dynatraceexporter, kafkaexporter, loggingexporter, opensearchexporter, prometheusexporter","apachesparkreceiver, elasticsearchreceiver, kafkametricsreceiver, kafkareceiver","k8sattributesprocessor, memorylimiterprocessor, metricstarttimeprocessor, metricstransformprocessor, spanprocessor","spanmetricsconnector, sumconnector",observer,"Stability, Configuration management and resolution",Yes,4,
8/5/2025 15:47:30,1000+ employees,Distribution ,SRE,No,No,Intermediate - We are setting up an observability practice,1,Kubernetes,As a gateway (i.e. k8s deployment),Kustomize,No,Yes,4,No,"Logs, Metrics, Traces","lokiexporter, otlpexporter, otlphttpexporter, prometheusexporter","filelogreceiver, filereceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, kubeletstatsreceiver, mysqlreceiver, nginxreceiver, otlpreceiver, prometheusreceiver, syslogreceiver, windowseventlogreceiver, windowsperfcountersreceiver, windowsservicereceiver","attributesprocessor, batchprocessor, filterprocessor, k8sattributesprocessor, metricsgenerationprocessor, spanmetricsprocessor, spanprocessor","routingconnector, servicegraphconnector","basicauthextension, filestorage, headerssetterextension, pprofextension","Configuration management and resolution, Support for more receivers or exporters",Yes,3,
8/7/2025 8:08:05,50-99 employees,Technology,SRE,Yes,Yes,Intermediate - We are setting up an observability practice,Between 6 and 10,Kubernetes,As a gateway (i.e. k8s deployment),OTel Collector Helm Chart,No,No,,Yes,"Metrics, Traces","fileexporter, kafkaexporter, otlpexporter, otlphttpexporter",otlpreceiver,"attributesprocessor, filterprocessor, groupbyattrsprocessor, groupbytraceprocessor, k8sattributesprocessor, memorylimiterprocessor, spanprocessor, transformprocessor",servicegraphconnector,No a,"Stability, Collector observability, The spanmetrics connector requires a lot of resources",Yes,4,
8/7/2025 8:25:01,1000+ employees,Technology,Observability,Yes,Yes,Expert - We have a well-established observability practice,Between 101 and 1000,"Kubernetes, Virtual Machine (VM), Docker Compose","Next to my application (i.e. k8s sidecar), On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment), In a stateful scenario (ie k8s statefulset)",OTel Collector Helm Chart,Yes,Yes,3,Yes,"Logs, Metrics","alertmanagerexporter, datadogexporter, datasetexporter, debugexporter, dynatraceexporter, elasticsearchexporter, loggingexporter, otlpexporter, otlphttpexporter, prometheusexporter, prometheusremotewriteexporter, syslogexporter, zipkinexporter","elasticsearchreceiver, filereceiver, hostmetricsreceiver, httpcheckreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, kubeletstatsreceiver, otlpreceiver, postgresqlreceiver, prometheusreceiver, prometheusremotewritereceiver, syslogreceiver, systemdreceiver, tlscheckreceiver, windowseventlogreceiver, windowsservicereceiver, zipkinreceiver","attributesprocessor, batchprocessor, datadogprocessor, filterprocessor, groupbyattrsprocessor, groupbytraceprocessor, k8sattributesprocessor, memorylimiterprocessor, resourceprocessor, schemaprocessor, spanprocessor","datadogconnector, grafanacloudconnector, otlpjsonconnector, routingconnector, spanmetricsconnector","bearertokenauthextension, datadogextension, healthcheckextension, healthcheckv2extension, httpforwarderextension, k8sleaderelector, observer","Stability, Collector observability, Configuration management and resolution, Support for more receivers or exporters",Yes,3,The documentation not user friendly to understand your newbies
